0.000000e+00 0.000000e+00
3.306940e-01 3.246995e-01
6.613879e-01 6.142127e-01
9.920819e-01 8.371665e-01
1.322776e+00 9.694003e-01
1.653470e+00 9.965845e-01
1.984164e+00 9.157733e-01
2.314858e+00 7.357239e-01
2.645552e+00 4.759474e-01
2.976246e+00 1.645946e-01
3.306940e+00 -1.645946e-01
3.637634e+00 -4.759474e-01
3.968328e+00 -7.352239e-01
4.299022e+00 -9.157733e-01
4.629715e+00 -9.965845e-01
4.960409e+00 -9.694003e-01
5.291103e+00 -8.371665e-01
5.621797e+00 -6.142127e-01
5.952491e+00 -3.246995e-01
6.283185e+00 -2.449294e-16
